School code(s),School full name,Level of schooling,School short name,NSSC total FTE students ,Postcode,Street,Subtype,Town/suburb,Status,Region,SEG,SEA,Local Government Area (LGA - Current),College number,Local Government Area (LGA - Old),SLA,NSW Electorate (2023),NSW Electorate (2015),NSW Electorate (Old),Fed. electorate,Old Fed. electorate,School Performance Directorate,School Performance Area,Educational Services Team,Principal Network,FACS District,AusGovID,Old AusGovID,Org unit No,School population gender,Selective school,Sch specialty type,Preschool indicator,Distance ed.,MCEECDYA Remoteness,ASGS Remoteness,Rural and Remote,IEC,Staff classification,Exec classification,Priority school,Demonstration,Postal 1,Postal 2,Phone 1,Phone 2,School website,School email,Fax 1,Fax 2,Late opening,School division,Heat allowance,Yancowinna,Isothermic,Socio-economic,Transfer points,NSW Electorate Code (2023),Date 1st teacher,Date teaching ceased,Date closed,SEA code,Region code,LGA code,Old LGA code,SLA code,NSW Electorate Code (2015),NSW Electorate Code (Old),Federal electorate code,Old Federal electorate code,SEG code,Executive Director Code,Educational Services Team Code,Principal Network Code,ARIA Plus SA1 Avg,Principal Name,Principal Email,School Planning Region,Primary Cluster Code,Primary Cluster Name,Primary Cluster Region,Secondary Cluster Code,Secondary Cluster Name,Secondary Cluster Region,Combined Cluster Code,Combined Cluster Name,Combined Cluster Region,SSP Cluster Code,SSP Cluster Name,SSP Cluster Region
8406,South Grafton High School,Secondary School,South Grafton High,710.4,2460,Tyson St,7 to 12,South Grafton ,Open,North Coast,Clarence,Clarence/Coffs Harbour,Clarence Valley (A),0,Clarence Valley (A),Clarence Valley (A) - Grafton,Clarence,Clarence,Clarence,Page,Page,Rural North,School Performance North,Tamworth,Grafton,Mid North Coast & Northern NSW,46444,6444,2018,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,Yes,N,,,6642 1466,,https://sthgrafton-h.schools.nsw.gov.au,sthgrafton-h.school@det.nsw.edu.au,6643 2027,,No,E,N,N,N,0,1,45,1/07/1964,,,312,535,11730,11730,11737,16,20,33,34,636,26062,24685,26067,1.94,"Wilson, Gregory                         ",greg.wilson@det.nsw.edu.au,North Coast,,,,20079,Grafton Secondary,North Coast,,,,40014,North Coast SSP,North Coast
8407,Mount Austin High School,Secondary School,Mount Austin High,506.6,2650,Leavenworth Drive,7 to 12,Wagga Wagga ,Open,Riverina,Riverina North,Wagga Wagga,Wagga Wagga (C),0,Wagga Wagga (C),Wagga Wagga (C) - Pt A,Wagga Wagga,Wagga Wagga,Wagga Wagga,Riverina,Riverina,Rural South and West,School Performance South,Wagga Wagga,Wagga Wagga,"Murrumbidgee, Far West & Western NSW",46417,6417,2019,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,Yes,N,PO Box 7371,MOUNT AUSTIN 2650,6925 2801,,https://mtaustin-h.schools.nsw.gov.au,mtaustin-h.school@det.nsw.edu.au,6925 5516,,No,C,N,N,N,0,1,73,1/01/1964,,,341,537,17750,17750,17751,8,87,39,40,662,26084,24706,26103,1.04,"Waugh, Michelle                         ",michelle.waugh@det.nsw.edu.au                                                                                                   ,Riverina - Murray,,,,20043,Wagga City Secondary,Riverina - Murray,,,,40012,Murray-Murrumbidgee SSP,Riverina - Murray
8408,Georges River College Peakhurst Campus,Secondary School,Georges River College Peakhurst,833,2210,Samuel & Rona Sts,7 to 10,Peakhurst ,Open,Sydney,Georges River,St George,Georges River (A),404,Hurstville (C),Hurstville (C),Oatley,Oatley,Oatley,Banks,Banks,Metropolitan South,School Performance South,Ultimo,Georges River,"South Eastern Sydney, Northern Sydney & Sydney",8606,8606,2020,Coed School,N,Junior College,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9153 9966,9153 7495,https://peakhurst-h.schools.nsw.gov.au,peakhurst-h.school@det.nsw.edu.au,9534 6346,,No,E,N,N,N,0,1,24,1/01/1964,,,336,530,12930,14150,14150,80,63,1,1,604,26008,24663,26017,0,"Wilson, Scott                           ",scott.a.wilson@det.nsw.edu.au                                                                                                   ,Metropolitan Sydney,,,,20020,Georges River Secondary,Metro - South,,,,40008,Metro / South  SSP,Metro - South
8409,Scone High School,Secondary School,Scone High,333.8,2337,Gundy Rd,7 to 12,Scone ,Open,Hunter/Central Coast,H/CC8,Muswellbrook,Upper Hunter Shire (A),0,Upper Hunter Shire (A),Upper Hunter Shire (A),Upper Hunter,Upper Hunter,Upper Hunter,New England,Hunter,Regional North and West,School Performance North,Tamworth,Upper Hunter,Hunter New England & Central Coast,46401,6401,2021,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,,,6545 1455,,https://scone-h.schools.nsw.gov.au,scone-h.school@det.nsw.edu.au,6545 3269,,No,E,N,N,N,0,1,6144,1/01/1964,,,325,534,17620,17620,17620,22,85,30,22,649,27470,24685,26081,2,"Drewe, Brian                            ",brian.drewe@det.nsw.edu.au,Hunter,,,,20100,Scone Secondary,Hunter,,,,,,
8410,Woonona High School,Secondary School,Woonona High,883.6,2517,Nicholson Lane,7 to 12,Woonona ,Open,Illawarra and South East,Wollongong Nth,Wollongong,Wollongong (C),0,Wollongong (C),Wollongong (C) - Inner,Keira,Keira,Keira,Cunningham,Cunningham,Regional South,School Performance South,Wagga Wagga,Wollongong North,Illawarra Shoalhaven & Southern NSW,46435,6435,2022,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,4283 1623,4284 1513,https://woonona-h.schools.nsw.gov.au,woonona-h.school@det.nsw.edu.au,4285 1485,,No,E,N,N,N,0,1,82,1/01/1964,,,343,538,18450,18450,18451,38,37,11,12,669,26045,24706,26061,0.13,"David, Caroline                         ",caroline.david@det.nsw.edu.au                                                                                                   ,Illawarra,,,,20004,Wollongong North Secondary,Illawarra,,,,,,
8411,West Wallsend High School,Secondary School,West Wallsend High,658,2286,20 Appletree Road,7 to 12,WEST WALLSEND,Open,Hunter/Central Coast,H/CC6,Lake Macquarie,Lake Macquarie (C),0,Lake Macquarie (C),Lake Macquarie (C) - North,Cessnock,Cessnock,Cessnock,Hunter,Charlton,Regional North,School Performance North,Tamworth,Lake Macquarie North,Hunter New England & Central Coast,46442,6442,2023,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,4953 2111,,https://westwalls-h.schools.nsw.gov.au,westwalls-h.school@det.nsw.edu.au,4953 1886,,No,E,N,N,N,0,1,6139,1/01/1964,,,319,534,14650,14650,14653,28,18,21,8,647,26027,24685,26037,0,"Bevin, Krystal                          ",krystal.bevin@det.nsw.edu.au                                                                                                    ,Hunter,,,,20051,Newcastle West Secondary,Hunter,,,,40004,Hunter SSP,Hunter
8412,The Hills Sports High School,Secondary School,The Hills Sports High,898.6,2147,Best Rd,7 to 12,Seven Hills ,Open,Western Sydney,Nirimba,Parramatta,Blacktown (C),0,Blacktown (C),Blacktown (C) - South-East,Prospect,Seven Hills,Toongabbie,Greenway,Greenway,Metropolitan South and West,School Performance South,Macquarie Park,Bungarribee,Western Sydney & Nepean Blue Mountains,47818,7818,2024,Coed School,N,Sports,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9622 7300,9622 7844,https://Hillssport-h.schools.nsw.gov.au,Hillssport-h.school@det.nsw.edu.au,9831 6190,,No,E,N,N,N,0,2,6132,1/01/1966,,,329,533,10750,10750,10752,72,83,18,19,624,27472,24625,25991,0,"De Carli, Amanda                        ",amanda.decarli@det.nsw.edu.au                                                                                                   ,Metropolitan Sydney,,,,20038,Blacktown Secondary,Metro - West Central,,,,40011,Metro / West Central SSP,Metro - West Central
8413,Morisset High School,Secondary School,Morisset High,680.9,2264,Bridge St,7 to 12,Morisset ,Open,Hunter/Central Coast,H/CC6,Lake Macquarie,Lake Macquarie (C),0,Lake Macquarie (C),Lake Macquarie (C) - West,Lake Macquarie,Lake Macquarie,Lake Macquarie,Hunter,Charlton,Regional North,School Performance North,Tamworth,Lake Macquarie West,Hunter New England & Central Coast,46346,6346,2025,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,Yes,N,,,4973 1999,,https://morisset-h.schools.nsw.gov.au,morisset-h.school@det.nsw.edu.au,4970 5386,,No,E,N,N,N,0,1,30,1/01/1965,,,319,534,14650,14650,14655,95,41,21,8,647,26027,24685,26038,0.18,"Brailey, Darren                         ",darren.brailey@det.nsw.edu.au                                                                                                   ,Hunter,,,,20055,Lake Macquarie Secondary,Hunter,,,,40004,Hunter SSP,Hunter
8414,Chatham High School,Secondary School,Chatham High,512.5,2430,St Vincents & Davis Sts,7 to 12,Taree ,Open,North Coast,Manning Camden Haven,Taree,Mid-Coast (A),0,Greater Taree (C),Greater Taree (C),Myall Lakes,Myall Lakes,Myall Lakes,Lyne,Lyne,Regional North and West,School Performance North,Tamworth,Taree,Hunter New England & Central Coast,49545,9545,2026,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,Yes,N,,,6552 2588,6552 2702,https://chatham-h.schools.nsw.gov.au,chatham-h.school@det.nsw.edu.au,6551 2005,,No,E,N,N,N,0,1,6148,1/01/1965,,,339,535,15240,13380,13380,25,59,24,25,640,27470,24685,26079,1.27,"Irvine, Daryl                           ",daryl.irvine@det.nsw.edu.au,North Coast,,,,20102,Taree Secondary,North Coast,,,,40014,North Coast SSP,North Coast
8415,Ryde Secondary College,Secondary School,Ryde Secondary College,1260.4,2112,Malvina St,7 to 12,Ryde,Open,Northern Sydney,Lane Cove Network,Ryde,Ryde (C),0,Ryde (C),Ryde (C),Lane Cove,Lane Cove,Lane Cove,Bennelong,Bennelong,Metropolitan North,School Performance North,Macquarie Park,Ryde,"South Eastern Sydney, Northern Sydney & Sydney",47731,7731,2027,Coed School,P,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9809 4894,,https://rydesc-h.schools.nsw.gov.au,Rydesc-h.school@det.nsw.edu.au,9808 2642,,No,E,N,N,N,0,1,92,1/01/1965,,,334,531,16700,16700,16700,66,43,3,3,612,25990,24625,26003,0,"Norris, Carol                           ",carol.norris@det.nsw.edu.au,Metropolitan Sydney,,,,20012,Ryde Secondary,Metro - North,,,,40007,Metro / North SSP,Metro - North
8416,Ku-ring-gai High School,Secondary School,Ku-ring-gai High,545.5,2074,Bobbin Head Rd,7 to 12,NORTH TURRAMURRA,Open,Northern Sydney,North Shore Network,Ryde,Ku-ring-gai (A),0,Ku-ring-gai (A),Ku-ring-gai (A),Davidson,Ku-ring-gai,Ku-ring-gai,Bradfield,Bradfield,Metropolitan North,School Performance North,Macquarie Park,Pittwater,"South Eastern Sydney, Northern Sydney & Sydney",47633,7633,2028,Coed School,N,Creative Arts,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9144 3477,9144 7617,https://kuringgai-h.schools.nsw.gov.au,kuringgai-h.school@det.nsw.edu.au,9983 9331,,No,E,N,N,N,0,1,48,1/01/1965,,,334,531,14500,14500,14500,62,40,6,6,613,25990,24625,26001,0,"Woskanian, Dennielle                    ",dennielle.woskanian@det.nsw.edu.au                                                                                              ,Metropolitan Sydney,,,,20015,Ku-Ring-Gai Secondary,Metro - North,,,,40007,Metro / North SSP,Metro - North
8417,Dubbo College South Campus,Secondary School,Dubbo College South,716,2830,Boundary Rd,7 to 10,Dubbo ,Open,Western NSW,Dubbo,Dubbo,Dubbo Regional (A),406,Dubbo (C),Dubbo (C) - Pt A,Dubbo,Dubbo,Dubbo,Parkes,Parkes,Regional North and West,School Performance North,Wagga Wagga,Wambuul-Macquarie,"Murrumbidgee, Far West & Western NSW",11042,11042,2029,Coed School,N,Junior College,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,,,6882 3744,,https://dubbosouth-h.schools.nsw.gov.au,dubbosouth-h.school@det.nsw.edu.au,6882 3213,,No,C,N,N,N,0,1,11,1/01/1965,,,314,539,12390,12600,12601,14,26,34,35,676,27470,24706,26096,2.21,"MacLeod, Linda                          ",linda.macleod@det.nsw.edu.au,Central West & Orana,,,,20116,Dubbo Urban Secondary,Central West & Orana,,,,40002,Central West & Orana SSP,Central West & Orana
8418,Warilla High School,Secondary School,Warilla High,1260.6,2528,Keross Ave,7 to 12,Barrack Heights ,Open,Illawarra and South East,Shellharbour,Shellharbour,Shellharbour (C),0,Shellharbour (C),Shellharbour (C),Shellharbour,Shellharbour,Shellharbour,Whitlam,Gilmore,Regional South,School Performance South,Wagga Wagga,Lake Illawarra South,Illawarra Shoalhaven & Southern NSW,46503,6503,2030,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,4296 3055,,https://warilla-h.schools.nsw.gov.au,warilla-h.school@det.nsw.edu.au,4297 2817,,No,E,N,N,N,0,1,90,1/01/1966,,,335,538,16900,16900,16900,36,74,47,17,667,26045,24706,26053,0.13,"Brook, Michelle                         ",michelle.brook@det.nsw.edu.au                                                                                                   ,Illawarra,,,,20006,Oak Flats Secondary,Illawarra,,,,40005,Illawarra SSP,Illawarra
8420,Evans High School,Secondary School,Evans High,575.2,2148,166 Walters Road,7 to 12,BLACKTOWN,Open,Western Sydney,Minchinbury,Blacktown,Blacktown (C),0,Blacktown (C),Blacktown (C) - South-East,Blacktown,Blacktown,Blacktown,Chifley,Chifley,Metropolitan South and West,School Performance South,Macquarie Park,Bungarribee,Western Sydney & Nepean Blue Mountains,46355,6355,2031,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,Yes,,,Yes,N,,,9621 3622,9621 3134,https://evans-h.schools.nsw.gov.au,evans-h.school@det.nsw.edu.au,9831 2747,,No,E,N,N,N,0,2,22,1/01/1972,,,306,533,10750,10750,10752,51,10,8,9,625,27472,24625,25991,0,"Pretlove, Nerina                        ",nerina.pretlove@det.nsw.edu.au,Metropolitan Sydney,,,,20038,Blacktown Secondary,Metro - West Central,,,,40011,Metro / West Central SSP,Metro - West Central
8422,Killarney Heights High School,Secondary School,Killarney Heights High,919.7,2087,Starkey St,7 to 12,Killarney Heights ,Open,Northern Sydney,Middle Harbour Network,Northern Beaches,Northern Beaches (A),0,Warringah (A),Warringah (A),Wakehurst,Wakehurst,Wakehurst,Warringah,Warringah,Metropolitan North,School Performance North,Macquarie Park,The Forest,"South Eastern Sydney, Northern Sydney & Sydney",47686,7686,2032,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9451 7005,9451 5833,https://killarney-h.schools.nsw.gov.au,killarney-h.school@det.nsw.edu.au,9975 5052,,No,E,N,N,N,0,1,6126,1/01/1967,,,327,531,15990,18000,18000,68,88,43,45,611,25990,24625,26005,0,"Emmerton, Hayley                        ",hayley.emmerton@det.nsw.edu.au                                                                                                  ,Metropolitan Sydney,,,,20014,Northern Beaches Secondary,Metro - North,,,,,,
8423,Kotara High School,Secondary School,Kotara High,1142.2,2289,Lexington Pde,7 to 12,Adamstown ,Open,Hunter/Central Coast,H/CC5,Newcastle,Newcastle (C),0,Newcastle (C),Newcastle (C) - Throsby,Charlestown,Charlestown,Charlestown,Newcastle,Newcastle,Regional North,School Performance North,Tamworth,Glenrock,Hunter New England & Central Coast,49046,9046,2033,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,4943 3281,4943 3044,https://kotara-h.schools.nsw.gov.au,kotara-h.school@det.nsw.edu.au,4942 1049,,No,E,N,N,N,0,1,2,1/01/1968,,,326,534,15900,15900,15905,31,19,31,32,646,26027,24685,26032,0,"Snedden, Mark                           ",mark.snedden@det.nsw.edu.au,Hunter,,,,20052,Newcastle Secondary,Hunter,,,,40004,Hunter SSP,Hunter
8424,Holroyd High School,Secondary School,Holroyd High,428,2145,7 Cumberland Rd,7 to 12,Greystanes ,Open,South Western Sydney,Granville,Fairfield,Cumberland (A),0,Holroyd (C),Holroyd (C),Prospect,Granville,Granville,McMahon,McMahon,Metropolitan South,School Performance South,Macquarie Park,Girraween,Western Sydney & Nepean Blue Mountains,47808,7808,2034,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,Yes,,,Yes,N,,,9631 9410,9631 9969,https://holroyd-h.schools.nsw.gov.au,holroyd-h.school@det.nsw.edu.au,9896 3074,,No,E,N,N,N,0,1,6132,1/01/1968,,,315,532,12380,13950,13950,58,32,28,29,618,26008,24625,25995,0,"Adams, Kylie                            ",kylie.adams4@det.nsw.edu.au                                                                                                     ,Metropolitan Sydney,,,,20045,Granville Secondary,Metro - West Central,,,,40011,Metro / West Central SSP,Metro - West Central
8426,Sans Souci High School,Secondary School,Sans Souci High,,2219,Lawson St,7 to 12,Sans Souci,Never Opened,Sydney,Not Known,Not Defined,Unknown,0,Not Specified,Not Specified,,,Not Known,,Not in NSW,Unassigned,,Unassigned,Unassigned,Unknown,,,5013068,Coed School,N,Comprehensive,No,No Distance Education,Not Defined,Not Defined,Unknown,No,,,No,N,,,,,Not currently available,,,,No,,N,N,N,0,1,0,,,,-1,530,-1,0,0,,-1,,0,0,-1,-1,-1,,,,,,,,,,,,,,,,
8432,Engadine High School,Secondary School,Engadine High,1020.8,2233,Porter Rd,7 to 12,Engadine ,Open,Sydney,Woronora River,Sutherland,Sutherland Shire (A),0,Sutherland Shire (A),Sutherland Shire (A) - West,Heathcote,Heathcote,Heathcote,Hughes,Hughes,Metropolitan South and West,School Performance South,Ultimo,Woronora River,"South Eastern Sydney, Northern Sydney & Sydney",48666,8666,2035,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9520 0411,9520 0124,https://engadine-h.schools.nsw.gov.au,engadine-h.school@det.nsw.edu.au,9520 5293,,No,E,N,N,N,0,1,44,1/01/1969,,,337,530,17150,17150,17152,4,34,19,20,600,27472,24663,26026,0,"Jones, Kerrie                           ",kerrie.jones@det.nsw.edu.au,Metropolitan Sydney,,,,20019,Engadine Secondary,Metro - South,,,,40008,Metro / South  SSP,Metro - South
8433,Woolooware High School,Secondary School,Woolooware High,888,2230,Woolooware Rd North,7 to 12,Woolooware ,Open,Sydney,Port Hacking,Sutherland,Sutherland Shire (A),0,Sutherland Shire (A),Sutherland Shire (A) - East,Cronulla,Cronulla,Cronulla,Cook,Cook,Metropolitan South and West,School Performance South,Ultimo,Port Hacking,"South Eastern Sydney, Northern Sydney & Sydney",48659,8659,2036,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9523 6752,9523 9077,https://woolooware-h.schools.nsw.gov.au,woolooware-h.school@det.nsw.edu.au,9527 3412,,No,E,N,N,N,0,1,37,1/01/1968,,,337,530,17150,17150,17151,76,23,9,10,607,27472,24663,26022,0,"Benson, Mardi                           ",mardi.benson@det.nsw.edu.au                                                                                                     ,Metropolitan Sydney,,,,20018,Caringbah Secondary,Metro - South,,,,,,
8435,Turramurra High School,Secondary School,Turramurra High,1147.2,2074,Maxwell St,7 to 12,South Turramurra,Open,Northern Sydney,North Shore Network,Ryde,Ku-ring-gai (A),0,Ku-ring-gai (A),Ku-ring-gai (A),Wahroonga,Ku-ring-gai,Ku-ring-gai,Bradfield,Bradfield,Metropolitan North,School Performance North,Macquarie Park,Gordon,"South Eastern Sydney, Northern Sydney & Sydney",47634,7634,2037,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,Maxwell St,Turramurra 2074,9449 4233,,https://turramurra-h.schools.nsw.gov.au/,turramurra-h.school@det.nsw.edu.au,9983 9332,,No,E,N,N,N,0,1,76,1/01/1968,,,334,531,14500,14500,14500,62,40,6,6,613,25990,24625,25996,0,"Arrigo, Julie                           ",julie.arrigo@det.nsw.edu.au                                                                                                     ,Metropolitan Sydney,,,,20013,Chatswood Secondary,Metro - North,,,,40007,Metro / North SSP,Metro - North
8436,Granville South Creative and Performing Arts High School,Secondary School,Granville Sth Creative & Performing Arts,656,2161,53 Rowley Road,7 to 12,Guildford,Open,South Western Sydney,Granville,Granville,Cumberland (A),0,Parramatta (C),Parramatta (C) - South,Granville,Auburn,Granville,Blaxland,Blaxland,Metropolitan South,School Performance South,Macquarie Park,Auburn,Western Sydney & Nepean Blue Mountains,48144,8144,2038,Coed School,N,Performing Arts,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,Yes,N,,,9892 2654,9892 2706,https://granvilles-h.schools.nsw.gov.au,granvilles-h.school@det.nsw.edu.au,9892 2764,,No,E,N,N,N,0,2,6130,1/01/1966,,,316,532,12380,16250,16254,74,32,5,5,618,26008,24625,26009,0,"Gharibeh, Raby                          ",raby.gharibeh@det.nsw.edu.au                                                                                                    ,Metropolitan Sydney,,,,20045,Granville Secondary,Metro - West Central,,,,40011,Metro / West Central SSP,Metro - West Central
